Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
97131-55050,RB,Christian,Christian McCaffrey,McCaffrey,21.95384568434495,13,10500,SF@ARI,SF,ARI,,,,,,RB/FLEX
97131-53681,WR,Tyreek,Tyreek Hill,Hill,21.092308631310097,13,10200,NYJ@MIA,MIA,NYJ,Q,Ankle,,,,WR/FLEX
97131-104433,RB,Kyren,Kyren Williams,Williams,19.055555555555557,9,9600,WAS@LAR,LAR,WAS,,,,,,RB/FLEX
97131-86631,WR,CeeDee,CeeDee Lamb,Lamb,18.13076899601863,13,9200,DAL@BUF,DAL,BUF,,,,,,WR/FLEX
97131-62239,QB,Josh,Josh Allen,Allen,24.713846059945915,13,9000,DAL@BUF,BUF,DAL,,,,,,QB
97131-42104,RB,Alvin,Alvin Kamara,Kamara,17.01000061035156,10,8900,NYG@NO,NO,NYG,,,,,,RB/FLEX
97131-136855,RB,Bijan,Bijan Robinson,Robinson,13,13,8600,ATL@CAR,ATL,CAR,,,,,,RB/FLEX
97131-31716,QB,Dak,Dak Prescott,Prescott,21.438462477463943,13,8600,DAL@BUF,DAL,BUF,,,,,,QB
97131-25079,WR,Stefon,Stefon Diggs,Diggs,14.676923311673677,13,8500,DAL@BUF,BUF,DAL,,,,,,WR/FLEX
97131-138820,RB,De'Von,De'Von Achane,Achane,18.800000871930802,7,8500,NYJ@MIA,MIA,NYJ,Q,Toe,,,,RB/FLEX
97131-85607,QB,Brock,Brock Purdy,Purdy,19.76307795597957,13,8400,SF@ARI,SF,ARI,,,,,,QB
97131-56018,WR,Deebo,Deebo Samuel,Samuel,13.875,12,8400,SF@ARI,SF,ARI,,,,,,WR/FLEX
97131-39280,RB,Derrick,Derrick Henry,Henry,14.098461444561298,13,8300,HOU@TEN,TEN,HOU,,,,,,RB/FLEX
97131-32384,WR,Mike,Mike Evans,Evans,14.846153846153847,13,8300,TB@GB,TB,GB,,,,,,WR/FLEX
97131-79970,WR,Cooper,Cooper Kupp,Kupp,10.577777438693577,9,8200,WAS@LAR,LAR,WAS,,,,,,WR/FLEX
97131-57439,QB,Patrick,Patrick Mahomes,Mahomes,18.98615440955529,13,8100,KC@NE,KC,NE,,,,,,QB
97131-28744,RB,Raheem,Raheem Mostert,Mostert,17.415384145883415,13,8000,NYJ@MIA,MIA,NYJ,,,,,,RB/FLEX
97131-69017,QB,Jordan,Jordan Love,Love,18.58923105093149,13,8000,TB@GB,GB,TB,,,,,,QB
97131-103020,WR,Puka,Puka Nacua,Nacua,13.953845684344952,13,8000,WAS@LAR,LAR,WAS,,,,,,WR/FLEX
97131-91591,QB,Justin,Justin Fields,Fields,14.016666412353516,12,7900,CHI@CLE,CHI,CLE,,,,,,QB
97131-63043,WR,DJ,DJ Moore,Moore,14.86153822678786,13,7900,CHI@CLE,CHI,CLE,Q,Ankle,,,,WR/FLEX
97131-129471,QB,C.J.,C.J. Stroud,Stroud,19.003076406625603,13,7800,HOU@TEN,HOU,TEN,O,Concussion,,,,QB
97131-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,13.941666920979818,12,7800,SF@ARI,SF,ARI,,,,,,WR/FLEX
97131-64401,RB,Saquon,Saquon Barkley,Barkley,15.010000610351563,10,7800,NYG@NO,NYG,NO,,,,,,RB/FLEX
97131-104576,QB,Sam,Sam Howell,Howell,19.303077110877403,13,7700,WAS@LAR,WAS,LAR,,,,,,QB
97131-91419,WR,Nico,Nico Collins,Collins,12.799999530498798,13,7700,HOU@TEN,HOU,TEN,Q,Calf,,,,WR/FLEX
97131-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,17.644615760216347,13,7600,NYJ@MIA,MIA,NYJ,,,,,,QB
97131-137902,RB,Rachaad,Rachaad White,White,13.876922607421875,13,7600,TB@GB,TB,GB,,,,,,RB/FLEX
97131-33076,TE,Travis,Travis Kelce,Kelce,13.133333841959635,12,7500,KC@NE,KC,NE,,,,,,TE/FLEX
97131-103064,RB,Breece,Breece Hall,Hall,12.461538461538462,13,7500,NYJ@MIA,NYJ,MIA,,,,,,RB/FLEX
97131-87770,WR,Chris,Chris Olave,Olave,11.676923311673677,13,7500,NYG@NO,NO,NYG,Q,Ankle,,,,WR/FLEX
97131-63484,QB,Kyler,Kyler Murray,Murray,18.290000915527344,4,7500,SF@ARI,ARI,SF,,,,,,QB
97131-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,11.938461303710938,13,7400,HOU@TEN,TEN,HOU,,,,,,WR/FLEX
97131-31001,WR,Amari,Amari Cooper,Cooper,9.699999882624699,13,7200,CHI@CLE,CLE,CHI,,,,,,WR/FLEX
97131-91626,RB,James,James Cook,Cook,12.23076923076923,13,7200,DAL@BUF,BUF,DAL,,,,,,RB/FLEX
97131-6654,QB,Matthew,Matthew Stafford,Stafford,15.406153752253605,13,7200,WAS@LAR,LAR,WAS,,,,,,QB
