Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
84373-85671,WR,Justin,Justin Jefferson,Jefferson,18.288333892822266,12,9300,MIN@DET,MIN,DET,,,,,,WR/FLEX
84373-39280,RB,Derrick,Derrick Henry,Henry,17.671666463216145,12,9000,JAC@TEN,TEN,JAC,,,,,,RB/FLEX
84373-57439,QB,Patrick,Patrick Mahomes,Mahomes,25.718332926432293,12,8800,KC@DEN,KC,DEN,,,,,,QB
84373-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.424999237060547,8,8700,CLE@CIN,CIN,CLE,,,,,,WR/FLEX
84373-62239,QB,Josh,Josh Allen,Allen,25.44499969482422,12,8700,NYJ@BUF,BUF,NYJ,,,,,,QB
84373-54140,RB,Dalvin,Dalvin Cook,Cook,14.033332824707031,12,8700,MIN@DET,MIN,DET,,,,,,RB/FLEX
84373-69531,QB,Jalen,Jalen Hurts,Hurts,25.625,12,8700,PHI@NYG,PHI,NYG,,,,,,QB
84373-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,15.027273004705256,11,8600,MIN@DET,DET,MIN,,,,,,WR/FLEX
84373-52442,RB,Joe,Joe Mixon,Mixon,16.039999389648436,10,8500,CLE@CIN,CIN,CLE,,,,,,RB/FLEX
84373-25079,WR,Stefon,Stefon Diggs,Diggs,18.808333079020183,12,8500,NYJ@BUF,BUF,NYJ,,,,,,WR/FLEX
84373-55050,RB,Christian,Christian McCaffrey,McCaffrey,17.18833287556966,12,8500,TB@SF,SF,TB,,,,,,RB/FLEX
84373-72846,WR,A.J.,A.J. Brown,Brown,14.625,12,8400,PHI@NYG,PHI,NYG,,,,,,WR/FLEX
84373-53562,RB,Nick,Nick Chubb,Chubb,17.3000005086263,12,8400,CLE@CIN,CLE,CIN,,,,,,RB/FLEX
84373-63336,QB,Joe,Joe Burrow,Burrow,23.519999186197918,12,8300,CLE@CIN,CIN,CLE,,,,,,QB
84373-86631,WR,CeeDee,CeeDee Lamb,Lamb,13.991666158040365,12,8200,HOU@DAL,DAL,HOU,,,,,,WR/FLEX
84373-64401,RB,Saquon,Saquon Barkley,Barkley,16.633333841959637,12,8200,PHI@NYG,NYG,PHI,Q,Neck,,,,RB/FLEX
84373-33076,TE,Travis,Travis Kelce,Kelce,17.316666920979817,12,8000,KC@DEN,KC,DEN,,,,,,TE/FLEX
84373-63115,QB,Lamar,Lamar Jackson,Jackson,20.25666681925456,12,8000,BAL@PIT,BAL,PIT,D,Knee - pcl,,,,QB
84373-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,12.430000305175781,10,8000,HOU@DAL,DAL,HOU,,,,,,RB/FLEX
84373-31716,QB,Dak,Dak Prescott,Prescott,17.231428963797434,7,8000,HOU@DAL,DAL,HOU,,,,,,QB
84373-73048,WR,DK,DK Metcalf,Metcalf,11.608333587646484,12,7900,CAR@SEA,SEA,CAR,Q,Hip,,,,WR/FLEX
84373-52451,RB,Samaje,Samaje Perine,Perine,8.741666793823242,12,7800,CLE@CIN,CIN,CLE,,,,,,RB/FLEX
84373-89981,WR,Tee,Tee Higgins,Higgins,13.281818736683238,11,7800,CLE@CIN,CIN,CLE,,,,,,WR/FLEX
84373-27050,WR,Tyler,Tyler Lockett,Lockett,12.883333841959635,12,7700,CAR@SEA,SEA,CAR,,,,,,WR/FLEX
84373-26483,QB,Geno,Geno Smith,Smith,19.25499979654948,12,7700,CAR@SEA,SEA,CAR,,,,,,QB
84373-60858,WR,Christian,Christian Kirk,Kirk,12.883333841959635,12,7600,JAC@TEN,JAC,TEN,,,,,,WR/FLEX
84373-103342,RB,Kenneth,Kenneth Walker III,Walker III,12.727272727272727,11,7600,CAR@SEA,SEA,CAR,Q,Ankle,,,,RB/FLEX
84373-63759,RB,Tony,Tony Pollard,Pollard,15.300000508626303,12,7500,HOU@DAL,DAL,HOU,,,,,,RB/FLEX
84373-55635,WR,Chris,Chris Godwin,Godwin,11.13000030517578,10,7500,TB@SF,TB,SF,,,,,,WR/FLEX
84373-22038,QB,Kirk,Kirk Cousins,Cousins,16.509999593098957,12,7500,MIN@DET,MIN,DET,,,,,,QB
84373-89956,RB,Travis,Travis Etienne Jr.,Etienne Jr.,11.175000508626303,12,7400,JAC@TEN,JAC,TEN,,,,,,RB/FLEX
84373-31001,WR,Amari,Amari Cooper,Cooper,12.891666412353516,12,7300,CLE@CIN,CLE,CIN,Q,Hip,,,,WR/FLEX
84373-92575,RB,Isiah,Isiah Pacheco,Pacheco,6.308333079020183,12,7300,KC@DEN,KC,DEN,,,,,,RB/FLEX
84373-103564,WR,Garrett,Garrett Wilson,Wilson,10.991666158040365,12,7200,NYJ@BUF,NYJ,BUF,,,,,,WR/FLEX
84373-91598,RB,D'Andre,D'Andre Swift,Swift,12.322222391764322,9,7200,MIN@DET,DET,MIN,,,,,,RB/FLEX
84373-89951,QB,Trevor,Trevor Lawrence,Lawrence,17.371667226155598,12,7200,JAC@TEN,JAC,TEN,Q,Toe,,,,QB
84373-71845,RB,Miles,Miles Sanders,Sanders,13.52500025431315,12,7100,PHI@NYG,PHI,NYG,,,,,,RB/FLEX
84373-6498,QB,Tom,Tom Brady,Brady,15.96500015258789,12,7100,TB@SF,TB,SF,,,,,,QB
84373-38435,QB,Jared,Jared Goff,Goff,16.09000015258789,12,7100,MIN@DET,DET,MIN,,,,,,QB
84373-56018,WR,Deebo,Deebo Samuel,Samuel,11.327272588556463,11,7100,TB@SF,SF,TB,,,,,,WR/FLEX
84373-70051,QB,Tyler,Tyler Huntley,Huntley,16.579999923706055,1,7000,BAL@PIT,BAL,PIT,,,,,,QB
84373-90576,WR,DeVonta,DeVonta Smith,Smith,10.299999872843424,12,7000,PHI@NYG,PHI,NYG,,,,,,WR/FLEX
84373-45631,RB,Jamaal,Jamaal Williams,Williams,14.091667175292969,12,7000,MIN@DET,DET,MIN,,,,,,RB/FLEX
84373-54879,QB,Deshaun,Deshaun Watson,Watson,6.340000152587891,1,7000,CLE@CIN,CLE,CIN,,,,,,QB
84373-32384,WR,Mike,Mike Evans,Evans,11.05454531582919,11,7000,TB@SF,TB,SF,,,,,,WR/FLEX
84373-63519,QB,Daniel,Daniel Jones,Jones,17.233333587646484,12,6900,PHI@NYG,NYG,PHI,,,,,,QB
84373-55830,RB,D'Onta,D'Onta Foreman,Foreman,7.890909368341619,11,6900,CAR@SEA,CAR,SEA,,,,,,RB/FLEX
84373-63043,WR,DJ,DJ Moore,Moore,9.283333460489908,12,6900,CAR@SEA,CAR,SEA,,,,,,WR/FLEX
84373-57403,WR,Courtland,Courtland Sutton,Sutton,8.441666920979818,12,6800,KC@DEN,DEN,KC,O,Hamstring,,,,WR/FLEX
84373-52436,TE,Mark,Mark Andrews,Andrews,11.472726995294744,11,6800,BAL@PIT,BAL,PIT,,,,,,TE/FLEX
84373-40534,QB,Mike,Mike White,White,22.1299991607666,2,6800,NYJ@BUF,NYJ,BUF,,,,,,QB
84373-137902,RB,Rachaad,Rachaad White,White,6.583333333333333,12,6800,TB@SF,TB,SF,,,,,,RB/FLEX
84373-52922,RB,Leonard,Leonard Fournette,Fournette,13.209091186523438,11,6800,TB@SF,TB,SF,Q,Foot,,,,RB/FLEX
