Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
84056-53562,RB,Nick,Nick Chubb,Chubb,18.1454551003196,11,9600,CLE@HOU,CLE,HOU,,,,,,RB/FLEX
84056-72731,RB,Josh,Josh Jacobs,Jacobs,20.21818126331676,11,9500,LAC@LV,LV,LAC,Q,Calf,,,,RB/FLEX
84056-80001,RB,Austin,Austin Ekeler,Ekeler,19.55454600941051,11,9200,LAC@LV,LAC,LV,,,,,,RB/FLEX
84056-57439,QB,Patrick,Patrick Mahomes,Mahomes,26.25454434481534,11,9000,KC@CIN,KC,CIN,,,,,,QB
84056-53681,WR,Tyreek,Tyreek Hill,Hill,17.618182095614348,11,9000,MIA@SF,MIA,SF,,,,,,WR/FLEX
84056-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,16.885713849748885,7,8900,KC@CIN,CIN,KC,Q,Hip,,,,WR/FLEX
84056-39280,RB,Derrick,Derrick Henry,Henry,18.84181768243963,11,8800,TEN@PHI,TEN,PHI,,,,,,RB/FLEX
84056-69531,QB,Jalen,Jalen Hurts,Hurts,24.827273282137785,11,8800,TEN@PHI,PHI,TEN,,,,,,QB
84056-85671,WR,Justin,Justin Jefferson,Jefferson,18.578181873668324,11,8700,NYJ@MIN,MIN,NYJ,,,,,,WR/FLEX
84056-45889,WR,Davante,Davante Adams,Adams,17.754545731977984,11,8600,LAC@LV,LV,LAC,,,,,,WR/FLEX
84056-64401,RB,Saquon,Saquon Barkley,Barkley,16.636363636363637,11,8600,WAS@NYG,NYG,WAS,,,,,,RB/FLEX
84056-52442,RB,Joe,Joe Mixon,Mixon,16.039999389648436,10,8500,KC@CIN,CIN,KC,Q,Concussion,,,,RB/FLEX
84056-91591,QB,Justin,Justin Fields,Fields,21.37090925736861,11,8500,GB@CHI,CHI,GB,,,,,,QB
84056-33076,TE,Travis,Travis Kelce,Kelce,18.381817904385652,11,8400,KC@CIN,KC,CIN,,,,,,TE/FLEX
84056-63336,QB,Joe,Joe Burrow,Burrow,22.9272724498402,11,8300,KC@CIN,CIN,KC,,,,,,QB
84056-89981,WR,Tee,Tee Higgins,Higgins,13.510000610351563,10,8300,KC@CIN,CIN,KC,,,,,,WR/FLEX
84056-63115,QB,Lamar,Lamar Jackson,Jackson,21.976364135742188,11,8200,DEN@BAL,BAL,DEN,,,,,,QB
84056-55050,RB,Christian,Christian McCaffrey,McCaffrey,16.51454578746449,11,8200,MIA@SF,SF,MIA,,,,,,RB/FLEX
84056-103342,RB,Kenneth,Kenneth Walker III,Walker III,13.639999389648438,10,8100,SEA@LAR,SEA,LAR,,,,,,RB/FLEX
84056-72846,WR,A.J.,A.J. Brown,Brown,13.418182373046875,11,8100,TEN@PHI,PHI,TEN,,,,,,WR/FLEX
84056-69189,QB,Justin,Justin Herbert,Herbert,18.17818242853338,11,8100,LAC@LV,LAC,LV,,,,,,QB
84056-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,13.61999969482422,10,8000,JAC@DET,DET,JAC,,,,,,WR/FLEX
84056-54879,QB,Deshaun,Deshaun Watson,Watson,,,8000,CLE@HOU,CLE,HOU,,,,,,QB
84056-89956,RB,Travis,Travis Etienne Jr.,Etienne Jr.,11.636363636363637,11,8000,JAC@DET,JAC,DET,Q,Foot,,,,RB/FLEX
84056-90573,WR,Jaylen,Jaylen Waddle,Waddle,14.545454545454545,11,7900,MIA@SF,MIA,SF,,,,,,WR/FLEX
84056-31001,WR,Amari,Amari Cooper,Cooper,13.51818154074929,11,7800,CLE@HOU,CLE,HOU,,,,,,WR/FLEX
84056-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,19.895555284288193,9,7800,MIA@SF,MIA,SF,,,,,,QB
84056-29253,WR,Keenan,Keenan Allen,Allen,8.5,4,7700,LAC@LV,LAC,LV,,,,,,WR/FLEX
84056-54140,RB,Dalvin,Dalvin Cook,Cook,13.918182373046875,11,7600,NYJ@MIN,MIN,NYJ,,,,,,RB/FLEX
84056-73048,WR,DK,DK Metcalf,Metcalf,10.599999861283736,11,7600,SEA@LAR,SEA,LAR,,,,,,WR/FLEX
84056-26483,QB,Geno,Geno Smith,Smith,18.825454711914062,11,7600,SEA@LAR,SEA,LAR,,,,,,QB
84056-45631,RB,Jamaal,Jamaal Williams,Williams,14.509091463955967,11,7500,JAC@DET,DET,JAC,,,,,,RB/FLEX
84056-60858,WR,Christian,Christian Kirk,Kirk,12.836363358931107,11,7500,JAC@DET,JAC,DET,,,,,,WR/FLEX
84056-89951,QB,Trevor,Trevor Lawrence,Lawrence,17.46363691850142,11,7500,JAC@DET,JAC,DET,,,,,,QB
84056-27050,WR,Tyler,Tyler Lockett,Lockett,11.936363913796164,11,7400,SEA@LAR,SEA,LAR,,,,,,WR/FLEX
84056-40442,RB,Aaron,Aaron Jones,Jones,14.166666666666666,12,7400,GB@CHI,GB,CHI,,,,,,RB/FLEX
84056-22038,QB,Kirk,Kirk Cousins,Cousins,16.936363913796164,11,7400,NYJ@MIN,MIN,NYJ,,,,,,QB
84056-90575,RB,Najee,Najee Harris,Harris,11.03272732821378,11,7300,PIT@ATL,PIT,ATL,,,,,,RB/FLEX
84056-45859,QB,Derek,Derek Carr,Carr,16.53636308149858,11,7300,LAC@LV,LV,LAC,,,,,,QB
84056-63519,QB,Daniel,Daniel Jones,Jones,17.245454268022016,11,7200,WAS@NYG,NYG,WAS,,,,,,QB
84056-57403,WR,Courtland,Courtland Sutton,Sutton,9.209091186523438,11,7200,DEN@BAL,DEN,BAL,Q,Illness,,,,WR/FLEX
84056-71845,RB,Miles,Miles Sanders,Sanders,13.772727272727273,11,7200,TEN@PHI,PHI,TEN,,,,,,RB/FLEX
84056-6894,QB,Aaron,Aaron Rodgers,Rodgers,15.21500015258789,12,7100,GB@CHI,GB,CHI,,,,,,QB
84056-52436,TE,Mark,Mark Andrews,Andrews,11.88000030517578,10,7100,DEN@BAL,BAL,DEN,,,,,,TE/FLEX
84056-52451,RB,Samaje,Samaje Perine,Perine,7.854545593261719,11,7100,KC@CIN,CIN,KC,,,,,,RB/FLEX
84056-92575,RB,Isiah,Isiah Pacheco,Pacheco,5.5,11,7000,KC@CIN,KC,CIN,,,,,,RB/FLEX
84056-39829,WR,Mike,Mike Williams,Williams,11,8,7000,LAC@LV,LAC,LV,O,Ankle,,,,WR/FLEX
84056-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,16.65399932861328,10,7000,MIA@SF,SF,MIA,,,,,,QB
84056-73273,RB,David,David Montgomery,Montgomery,9.845454822887074,11,7000,GB@CHI,CHI,GB,,,,,,RB/FLEX
84056-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,9.980000305175782,10,6900,KC@CIN,KC,CIN,,,,,,WR/FLEX
84056-93107,RB,AJ,AJ Dillon,Dillon,7.366666793823242,12,6900,GB@CHI,GB,CHI,,,,,,RB/FLEX
84056-56250,WR,Terry,Terry McLaurin,McLaurin,10.391666412353516,12,6900,WAS@NYG,WAS,NYG,,,,,,WR/FLEX
84056-40534,QB,Mike,Mike White,White,24.799999237060547,1,6900,NYJ@MIN,NYJ,MIN,,,,,,QB
84056-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,10.599999861283736,11,6800,MIA@SF,MIA,SF,,,,,,RB/FLEX
84056-90576,WR,DeVonta,DeVonta Smith,Smith,9.5363637750799,11,6800,TEN@PHI,PHI,TEN,,,,,,WR/FLEX
84056-29358,QB,Marcus,Marcus Mariota,Mariota,16.181666056315105,12,6800,PIT@ATL,ATL,PIT,,,,,,QB
84056-56018,WR,Deebo,Deebo Samuel,Samuel,11.530000305175781,10,6800,MIA@SF,SF,MIA,Q,Quadriceps,,,,WR/FLEX
84056-38435,QB,Jared,Jared Goff,Goff,15.58909052068537,11,6800,JAC@DET,DET,JAC,,,,,,QB
84056-40167,RB,Gus,Gus Edwards,Edwards,11.433333079020182,3,6700,DEN@BAL,BAL,DEN,,,,,,RB/FLEX
84056-110246,WR,George,George Pickens,Pickens,8.309091047807174,11,6700,PIT@ATL,PIT,ATL,,,,,,WR/FLEX
84056-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,11.400000138716264,11,6700,MIA@SF,SF,MIA,,,,,,WR/FLEX
84056-92020,QB,Kenny,Kenny Pickett,Pickett,13.1875,8,6700,PIT@ATL,PIT,ATL,,,,,,QB
84056-90562,RB,Brian,Brian Robinson Jr.,Robinson Jr.,8.800000190734863,8,6600,WAS@NYG,WAS,NYG,,,,,,RB/FLEX
84056-103564,WR,Garrett,Garrett Wilson,Wilson,10.154545177112926,11,6600,NYJ@MIN,NYJ,MIN,,,,,,WR/FLEX
84056-87418,WR,Joshua,Joshua Palmer,Palmer,9.859999847412109,10,6600,LAC@LV,LAC,LV,,,,,,WR/FLEX
84056-21948,QB,Ryan,Ryan Tannehill,Tannehill,13.748888651529947,9,6600,TEN@PHI,TEN,PHI,,,,,,QB
84056-86055,RB,Dameon,Dameon Pierce,Pierce,11.690909645774148,11,6500,CLE@HOU,HOU,CLE,,,,,,RB/FLEX
84056-53331,QB,Taylor,Taylor Heinicke,Heinicke,13.31000010172526,6,6500,WAS@NYG,WAS,NYG,,,,,,QB
84056-65724,RB,JaMycal,JaMycal Hasty,Hasty,4.333333333333333,9,6500,JAC@DET,JAC,DET,,,,,,RB/FLEX
84056-90561,WR,Jerry,Jerry Jeudy,Jeudy,8.666666666666666,9,6500,DEN@BAL,DEN,BAL,Q,Ankle,,,,WR/FLEX
84056-66008,WR,Diontae,Diontae Johnson,Johnson,7.527273004705256,11,6500,PIT@ATL,PIT,ATL,,,,,,WR/FLEX
84056-70324,QB,Carson,Carson Wentz,Wentz,17.24333318074544,6,6500,WAS@NYG,WAS,NYG,IR,Finger,,,,QB
84056-22015,QB,Russell,Russell Wilson,Wilson,14.005999755859374,10,6500,DEN@BAL,DEN,BAL,,,,,,QB
84056-169776,WR,Christian,Christian Watson,Watson,10.055555555555555,9,6500,GB@CHI,GB,CHI,,,,,,WR/FLEX
84056-28643,WR,Allen,Allen Robinson II,Robinson II,6.840000152587891,10,6500,SEA@LAR,LAR,SEA,IR,Foot,,,,WR/FLEX
84056-30733,RB,Cordarrelle,Cordarrelle Patterson,Patterson,12.074999809265137,8,6400,PIT@ATL,ATL,PIT,,,,,,RB/FLEX
84056-71706,TE,T.J.,T.J. Hockenson,Hockenson,10.063636086203836,11,6400,NYJ@MIN,MIN,NYJ,,,,,,TE/FLEX
84056-90406,QB,Zach,Zach Wilson,Wilson,11.751428876604352,7,6400,NYJ@MIN,NYJ,MIN,,,,,,QB
84056-41305,WR,Zay,Zay Jones,Jones,9.530000305175781,10,6400,JAC@DET,JAC,DET,Q,Chest,,,,WR/FLEX
84056-6654,QB,Matthew,Matthew Stafford,Stafford,12.93111080593533,9,6400,SEA@LAR,LAR,SEA,IR,Neck,,,,QB
84056-56192,QB,John,John Wolford,Wolford,9.779999732971191,1,6400,SEA@LAR,LAR,SEA,,,,,,QB
84056-60787,QB,Bryce,Bryce Perkins,Perkins,5.7133331298828125,3,6400,SEA@LAR,LAR,SEA,,,,,,QB
84056-91598,RB,D'Andre,D'Andre Swift,Swift,11.475000381469727,8,6400,JAC@DET,DET,JAC,,,,,,RB/FLEX
84056-56809,WR,Allen,Allen Lazard,Lazard,10.530000305175781,10,6400,GB@CHI,GB,CHI,,,,,,WR/FLEX
84056-30231,QB,Jacoby,Jacoby Brissett,Brissett,15.829090465198863,11,6400,CLE@HOU,CLE,HOU,,,,,,QB
84056-34331,RB,Latavius,Latavius Murray,Murray,10.471429007393974,7,6400,DEN@BAL,DEN,BAL,,,,,,RB/FLEX
84056-30761,QB,Nathan,Nathan Peterman,Peterman,0.20000000298023224,1,6300,GB@CHI,CHI,GB,,,,,,QB
84056-39716,WR,Adam,Adam Thielen,Thielen,9.30000027743253,11,6300,NYJ@MIN,MIN,NYJ,,,,,,WR/FLEX
84056-29501,WR,Brandin,Brandin Cooks,Cooks,8.069999694824219,10,6300,CLE@HOU,HOU,CLE,O,Calf,,,,WR/FLEX
84056-130288,RB,James,James Robinson,Robinson,8.20999984741211,10,6300,NYJ@MIN,NYJ,MIN,,,,,,RB/FLEX
84056-93539,RB,Michael,Michael Carter,Carter,8.172727411443537,11,6300,NYJ@MIN,NYJ,MIN,D,Ankle,,,,RB/FLEX
84056-40669,WR,Tyler,Tyler Boyd,Boyd,9.719999833540482,11,6300,KC@CIN,CIN,KC,,,,,,WR/FLEX
84056-28434,QB,Trevor,Trevor Siemian,Siemian,5.579999923706055,2,6300,GB@CHI,CHI,GB,IR,Oblique,,,,QB
84056-63819,WR,Darius,Darius Slayton,Slayton,9.137499809265137,8,6200,WAS@NYG,NYG,WAS,Q,Illness,,,,WR/FLEX
84056-39793,TE,George,George Kittle,Kittle,9.444444444444445,9,6200,MIA@SF,SF,MIA,,,,,,TE/FLEX
84056-89230,RB,Cam,Cam Akers,Akers,3.8000000847710504,9,6200,SEA@LAR,LAR,SEA,,,,,,RB/FLEX
84056-62628,WR,DeAndre,DeAndre Carter,Carter,7.245454268022017,11,6200,LAC@LV,LAC,LV,,,,,,WR/FLEX
84056-89628,QB,Davis,Davis Mills,Mills,12.655999755859375,10,6200,CLE@HOU,HOU,CLE,,,,,,QB
84056-53095,QB,Kyle,Kyle Allen,Allen,11.800000190734863,1,6200,CLE@HOU,HOU,CLE,,,,,,QB
84056-14377,QB,Tyrod,Tyrod Taylor,Taylor,2.440000057220459,1,6100,WAS@NYG,NYG,WAS,,,,,,QB
84056-39034,QB,Kurt,Kurt Benkert,Benkert,-0.10000000149011612,1,6100,MIA@SF,SF,MIA,,,,,,QB
84056-86278,QB,Desmond,Desmond Ridder,Ridder,,,6100,PIT@ATL,ATL,PIT,,,,,,QB
84056-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.8199999928474426,1,6100,TEN@PHI,PHI,TEN,,,,,,QB
84056-70051,QB,Tyler,Tyler Huntley,Huntley,12.377142769949776,7,6100,DEN@BAL,BAL,DEN,,,,,,QB
84056-31170,QB,Brandon,Brandon Allen,Allen,0.7799999713897705,1,6100,KC@CIN,CIN,KC,,,,,,QB
84056-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,7.994999885559082,4,6100,MIA@SF,MIA,SF,Q,Knee,,,,QB
84056-64051,QB,Drew,Drew Lock,Lock,8.896666844685873,6,6100,SEA@LAR,SEA,LAR,,,,,,QB
84056-6714,QB,Joe,Joe Flacco,Flacco,15.879999796549479,3,6100,NYJ@MIN,NYJ,MIN,,,,,,QB
84056-41562,QB,Nick,Nick Mullens,Mullens,1.0199999809265137,2,6100,NYJ@MIN,MIN,NYJ,,,,,,QB
84056-8803,QB,Chase,Chase Daniel,Daniel,0,1,6100,LAC@LV,LAC,LV,,,,,,QB
84056-90933,RB,Antonio,Antonio Gibson,Gibson,10.683333079020182,12,6100,WAS@NYG,WAS,NYG,Q,Foot,,,,RB/FLEX
84056-91426,WR,Donovan,Donovan Peoples-Jones,Peoples-Jones,7.681818181818182,11,6100,CLE@HOU,CLE,HOU,,,,,,WR/FLEX
84056-27986,QB,C.J.,C.J. Beathard,Beathard,-0.10000000149011612,1,6100,JAC@DET,JAC,DET,,,,,,QB
84056-69017,QB,Jordan,Jordan Love,Love,3.8133331934611,3,6100,GB@CHI,GB,CHI,,,,,,QB
84056-40407,QB,Joshua,Joshua Dobbs,Dobbs,,,6100,CLE@HOU,CLE,HOU,,,,,,QB
84056-60947,QB,Jarrett,Jarrett Stidham,Stidham,2.880000114440918,1,6100,LAC@LV,LV,LAC,,,,,,QB
84056-40482,QB,Tim,Tim Boyle,Boyle,7.585000038146973,4,6100,GB@CHI,CHI,GB,,,,,,QB
84056-87691,QB,Malik,Malik Willis,Willis,1.7599999904632568,4,6100,TEN@PHI,TEN,PHI,,,,,,QB
84056-69294,QB,Skylar,Skylar Thompson,Thompson,1.8799999952316284,4,6100,MIA@SF,MIA,SF,,,,,,QB
84056-110259,WR,Treylon,Treylon Burks,Burks,7.514285496303013,7,6100,TEN@PHI,TEN,PHI,,,,,,WR/FLEX
84056-38628,QB,Mitch,Mitch Trubisky,Trubisky,10.555999755859375,5,6100,PIT@ATL,PIT,ATL,,,,,,QB
84056-61157,QB,Brett,Brett Rypien,Rypien,8.899999618530273,1,6100,DEN@BAL,DEN,BAL,,,,,,QB
84056-71710,QB,Nate,Nate Stanley,Stanley,,,6000,NYJ@MIN,MIN,NYJ,,,,,,QB
84056-86052,WR,Kadarius,Kadarius Toney,Toney,4.5,5,6000,KC@CIN,KC,CIN,O,Hamstring,,,,WR/FLEX
84056-28744,RB,Raheem,Raheem Mostert,Mostert,9.86999969482422,10,6000,MIA@SF,MIA,SF,,,,,,RB/FLEX
84056-104576,QB,Sam,Sam Howell,Howell,,,6000,WAS@NYG,WAS,NYG,,,,,,QB
84056-94396,QB,Carson,Carson Strong,Strong,,,6000,TEN@PHI,PHI,TEN,,,,,,QB
84056-149696,QB,Trey,Trey Lance,Lance,6.730000019073486,2,6000,MIA@SF,SF,MIA,IR,Ankle,,,,QB
84056-69833,QB,Shane,Shane Buechele,Buechele,,,6000,KC@CIN,KC,CIN,,,,,,QB
