Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
95781-55050,RB,Christian,Christian McCaffrey,McCaffrey,23.049999237060547,8,10500,SF@JAC,SF,JAC,,,,,,RB/FLEX
95781-85701,WR,Ja'Marr,Ja'Marr Chase,Chase,15.637499809265137,8,9300,HOU@CIN,CIN,HOU,Q,Back,,,,WR/FLEX
95781-80001,RB,Austin,Austin Ekeler,Ekeler,15.5,5,9000,DET@LAC,LAC,DET,,,,,,RB/FLEX
95781-29253,WR,Keenan,Keenan Allen,Allen,16.69499969482422,8,9000,DET@LAC,LAC,DET,,,,,,WR/FLEX
95781-86631,WR,CeeDee,CeeDee Lamb,Lamb,16.274999618530273,8,8900,NYG@DAL,DAL,NYG,,,,,,WR/FLEX
95781-42104,RB,Alvin,Alvin Kamara,Kamara,17.21666717529297,6,8800,NO@MIN,NO,MIN,,,,,,RB/FLEX
95781-86997,WR,Amon-Ra,Amon-Ra St. Brown,St. Brown,15.914285932268415,7,8600,DET@LAC,DET,LAC,,,,,,WR/FLEX
95781-69189,QB,Justin,Justin Herbert,Herbert,20.042499542236328,8,8500,DET@LAC,LAC,DET,,,,,,QB
95781-89956,RB,Travis,Travis Etienne Jr.,Etienne Jr.,18.799999237060547,8,8400,SF@JAC,JAC,SF,,,,,,RB/FLEX
95781-63115,QB,Lamar,Lamar Jackson,Jackson,19.240000406901043,9,8300,CLE@BAL,BAL,CLE,,,,,,QB
95781-129368,RB,Jahmyr,Jahmyr Gibbs,Gibbs,13.733333587646484,6,8200,DET@LAC,DET,LAC,,,,,,RB/FLEX
95781-63336,QB,Joe,Joe Burrow,Burrow,15.317500114440918,8,8200,HOU@CIN,CIN,HOU,,,,,,QB
95781-31716,QB,Dak,Dak Prescott,Prescott,18.155000686645508,8,8100,NYG@DAL,DAL,NYG,,,,,,QB
95781-39280,RB,Derrick,Derrick Henry,Henry,14.210000038146973,8,8000,TEN@TB,TEN,TB,,,,,,RB/FLEX
95781-38435,QB,Jared,Jared Goff,Goff,17.907499313354492,8,8000,DET@LAC,DET,LAC,,,,,,QB
95781-85671,WR,Justin,Justin Jefferson,Jefferson,18.219999694824217,5,8000,NO@MIN,MIN,NO,IR,Hamstring,,,,WR/FLEX
95781-63759,RB,Tony,Tony Pollard,Pollard,11.612500190734863,8,7800,NYG@DAL,DAL,NYG,,,,,,RB/FLEX
95781-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,13.071428571428571,7,7800,SF@JAC,SF,JAC,,,,,,WR/FLEX
95781-52442,RB,Joe,Joe Mixon,Mixon,11.850000381469727,8,7700,HOU@CIN,CIN,HOU,,,,,,RB/FLEX
95781-129471,QB,C.J.,C.J. Stroud,Stroud,19.762500762939453,8,7700,HOU@CIN,HOU,CIN,,,,,,QB
95781-32384,WR,Mike,Mike Evans,Evans,13.487500190734863,8,7600,TEN@TB,TB,TEN,,,,,,WR/FLEX
95781-73273,RB,David,David Montgomery,Montgomery,13.683333079020182,6,7500,DET@LAC,DET,LAC,,,,,,RB/FLEX
95781-63484,QB,Kyler,Kyler Murray,Murray,18.865454933860086,11,7500,ATL@ARI,ARI,ATL,,,,,,QB
95781-85607,QB,Brock,Brock Purdy,Purdy,17.877500534057617,8,7400,SF@JAC,SF,JAC,,,,,,QB
95781-87770,WR,Chris,Chris Olave,Olave,10.366667005750868,9,7400,NO@MIN,NO,MIN,,,,,,WR/FLEX
95781-64401,RB,Saquon,Saquon Barkley,Barkley,14.699999491373697,6,7400,NYG@DAL,NYG,DAL,,,,,,RB/FLEX
95781-52436,TE,Mark,Mark Andrews,Andrews,13.024999618530273,8,7300,CLE@BAL,BAL,CLE,,,,,,TE/FLEX
95781-73048,WR,DK,DK Metcalf,Metcalf,10.200000217982701,7,7300,WAS@SEA,SEA,WAS,,,,,,WR/FLEX
95781-40407,QB,Joshua,Joshua Dobbs,Dobbs,17.164443969726562,9,7300,NO@MIN,MIN,NO,,,,,,QB
95781-103342,RB,Kenneth,Kenneth Walker III,Walker III,13.475000381469727,8,7300,WAS@SEA,SEA,WAS,,,,,,RB/FLEX
95781-104576,QB,Sam,Sam Howell,Howell,18.615554809570312,9,7200,WAS@SEA,WAS,SEA,,,,,,QB
95781-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,11.550000190734863,8,7100,TEN@TB,TEN,TB,,,,,,WR/FLEX
95781-31001,WR,Amari,Amari Cooper,Cooper,11.399999618530273,8,7100,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
95781-54879,QB,Deshaun,Deshaun Watson,Watson,12.263333638509115,6,7100,CLE@BAL,CLE,BAL,,,,,,QB
95781-89951,QB,Trevor,Trevor Lawrence,Lawrence,15.625,8,7100,SF@JAC,JAC,SF,,,,,,QB
95781-53331,QB,Taylor,Taylor Heinicke,Heinicke,14.0600004196167,2,7000,ATL@ARI,ATL,ARI,,,,,,QB
95781-86278,QB,Desmond,Desmond Ridder,Ridder,11.98222181532118,9,7000,ATL@ARI,ATL,ARI,,,,,,QB
95781-66008,WR,Diontae,Diontae Johnson,Johnson,11.925000190734863,4,7000,GB@PIT,PIT,GB,,,,,,WR/FLEX
95781-45565,TE,Taysom,Taysom Hill,Hill,8.953333536783854,9,7000,NO@MIN,NO,MIN,,,,,,TE/FLEX
95781-137902,RB,Rachaad,Rachaad White,White,12.274999618530273,8,7000,TEN@TB,TB,TEN,,,,,,RB/FLEX
95781-56018,WR,Deebo,Deebo Samuel,Samuel,8.814285823277064,7,7000,SF@JAC,SF,JAC,,,,,,WR/FLEX
95781-89981,WR,Tee,Tee Higgins,Higgins,8.328571319580078,7,7000,HOU@CIN,CIN,HOU,O,Hamstring,,,,WR/FLEX
95781-129210,WR,Jordan,Jordan Addison,Addison,12.899999830457899,9,6900,NO@MIN,MIN,NO,,,,,,WR/FLEX
95781-91419,WR,Nico,Nico Collins,Collins,13.137499809265137,8,6900,HOU@CIN,HOU,CIN,O,Calf,,,,WR/FLEX
95781-69017,QB,Jordan,Jordan Love,Love,17.737499237060547,8,6900,GB@PIT,GB,PIT,,,,,,QB
95781-90562,RB,Brian,Brian Robinson Jr.,Robinson Jr.,11.933333502875435,9,6900,WAS@SEA,WAS,SEA,,,,,,RB/FLEX
95781-26483,QB,Geno,Geno Smith,Smith,13.085000038146973,8,6900,WAS@SEA,SEA,WAS,,,,,,QB
95781-86243,QB,Will,Will Levis,Levis,18.149999618530273,2,6800,TEN@TB,TEN,TB,,,,,,QB
95781-27050,WR,Tyler,Tyler Lockett,Lockett,9.899999618530273,8,6800,WAS@SEA,SEA,WAS,,,,,,WR/FLEX
95781-40442,RB,Aaron,Aaron Jones,Jones,11.45999984741211,5,6800,GB@PIT,GB,PIT,,,,,,RB/FLEX
95781-56250,WR,Terry,Terry McLaurin,McLaurin,10.922222561306423,9,6800,WAS@SEA,WAS,SEA,,,,,,WR/FLEX
95781-64555,WR,Calvin,Calvin Ridley,Ridley,9.324999809265137,8,6700,SF@JAC,JAC,SF,,,,,,WR/FLEX
95781-40167,RB,Gus,Gus Edwards,Edwards,11.722222222222221,9,6700,CLE@BAL,BAL,CLE,,,,,,RB/FLEX
95781-60858,WR,Christian,Christian Kirk,Kirk,11.257499694824219,8,6700,SF@JAC,JAC,SF,,,,,,WR/FLEX
95781-45859,QB,Derek,Derek Carr,Carr,13.459999932183159,9,6700,NO@MIN,NO,MIN,,,,,,QB
95781-71706,TE,T.J.,T.J. Hockenson,Hockenson,11.188888549804688,9,6600,NO@MIN,MIN,NO,Q,Ribs,,,,TE/FLEX
95781-41535,QB,Baker,Baker Mayfield,Mayfield,16.850000381469727,8,6600,TEN@TB,TB,TEN,,,,,,QB
95781-136855,RB,Bijan,Bijan Robinson,Robinson,11.044444613986546,9,6600,ATL@ARI,ATL,ARI,,,,,,RB/FLEX
95781-86687,WR,Marquise,Marquise Brown,Brown,10.211111280653212,9,6600,ATL@ARI,ARI,ATL,,,,,,WR/FLEX
95781-110246,WR,George,George Pickens,Pickens,10.837499618530273,8,6600,GB@PIT,PIT,GB,,,,,,WR/FLEX
95781-63519,QB,Daniel,Daniel Jones,Jones,10.493333180745443,6,6500,NYG@DAL,NYG,DAL,IR,Knee - acl,,,,QB
95781-112745,WR,Drake,Drake London,London,8.353333367241753,9,6500,ATL@ARI,ATL,ARI,,,,,,WR/FLEX
95781-105646,TE,Sam,Sam LaPorta,LaPorta,11.112500190734863,8,6500,DET@LAC,DET,LAC,,,,,,TE/FLEX
95781-55635,WR,Chris,Chris Godwin,Godwin,9.524999618530273,8,6500,TEN@TB,TB,TEN,,,,,,WR/FLEX
95781-90575,RB,Najee,Najee Harris,Harris,8.475000381469727,8,6500,GB@PIT,PIT,GB,,,,,,RB/FLEX
95781-40687,RB,James,James Conner,Conner,11.080000305175782,5,6500,ATL@ARI,ARI,ATL,Q,Knee,,,,RB/FLEX
95781-45229,RB,Kareem,Kareem Hunt,Hunt,9.733333587646484,6,6400,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
95781-129291,WR,Tank,Tank Dell,Dell,12.285714285714286,7,6400,HOU@CIN,HOU,CIN,,,,,,WR/FLEX
95781-90533,RB,Jerome,Jerome Ford,Ford,11.300000190734863,8,6400,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
95781-92020,QB,Kenny,Kenny Pickett,Pickett,10.962499618530273,8,6400,GB@PIT,PIT,GB,,,,,,QB
95781-14377,QB,Tyrod,Tyrod Taylor,Taylor,6.826666514078776,6,6300,NYG@DAL,NYG,DAL,IR,Ribs,,,,QB
95781-94370,WR,Romeo,Romeo Doubs,Doubs,9.524999618530273,8,6300,GB@PIT,GB,PIT,,,,,,WR/FLEX
95781-21948,QB,Ryan,Ryan Tannehill,Tannehill,8.15999984741211,7,6300,TEN@TB,TEN,TB,Q,Ankle,,,,QB
95781-94748,QB,Tommy,Tommy DeVito,DeVito,8.930000305175781,2,6300,NYG@DAL,NYG,DAL,,,,,,QB
95781-90813,QB,Clayton,Clayton Tune,Tune,0.4266666571299235,3,6300,ATL@ARI,ARI,ATL,,,,,,QB
95781-39793,TE,George,George Kittle,Kittle,9.8125,8,6300,SF@JAC,SF,JAC,,,,,,TE/FLEX
95781-72776,RB,Alexander,Alexander Mattison,Mattison,9.633332994249132,9,6200,NO@MIN,MIN,NO,,,,,,RB/FLEX
95781-86229,WR,Jahan,Jahan Dotson,Dotson,7.888888888888889,9,6200,WAS@SEA,WAS,SEA,,,,,,WR/FLEX
95781-64051,QB,Drew,Drew Lock,Lock,1.206666628519694,3,6200,WAS@SEA,SEA,WAS,,,,,,QB
95781-40669,WR,Tyler,Tyler Boyd,Boyd,7.574999809265137,8,6200,HOU@CIN,CIN,HOU,,,,,,WR/FLEX
95781-38628,QB,Mitch,Mitch Trubisky,Trubisky,3.3466666539510093,3,6200,GB@PIT,PIT,GB,,,,,,QB
95781-41827,QB,P.J.,P.J. Walker,Walker,6.204999923706055,4,6200,CLE@BAL,CLE,BAL,,,,,,QB
95781-63589,QB,Sam,Sam Darnold,Darnold,-0.09200000166893005,5,6100,SF@JAC,SF,JAC,,,,,,QB
95781-86200,QB,Sean,Sean Clifford,Clifford,0,2,6100,GB@PIT,GB,PIT,,,,,,QB
95781-24849,QB,Jameis,Jameis Winston,Winston,0.6600000262260437,4,6100,NO@MIN,NO,MIN,,,,,,QB
95781-90400,QB,Jaren,Jaren Hall,Hall,1.5199999809265137,2,6100,NO@MIN,MIN,NO,O,Concussion,,,,QB
95781-27986,QB,C.J.,C.J. Beathard,Beathard,0.07999999821186066,2,6100,SF@JAC,JAC,SF,,,,,,QB
95781-103824,QB,Easton,Easton Stick,Stick,0,1,6100,DET@LAC,LAC,DET,,,,,,QB
95781-60840,QB,Jake,Jake Browning,Browning,-0.033333333830038704,3,6100,HOU@CIN,CIN,HOU,,,,,,QB
95781-30231,QB,Jacoby,Jacoby Brissett,Brissett,0,1,6100,WAS@SEA,WAS,SEA,,,,,,QB
95781-89628,QB,Davis,Davis Mills,Mills,0,1,6100,HOU@CIN,HOU,CIN,,,,,,QB
95781-41562,QB,Nick,Nick Mullens,Mullens,3.190000057220459,4,6100,NO@MIN,MIN,NO,IR,Back,,,,QB
95781-87691,QB,Malik,Malik Willis,Willis,1.0199999809265137,3,6100,TEN@TB,TEN,TB,,,,,,QB
95781-44715,QB,Cooper,Cooper Rush,Rush,0.10800000429153442,5,6100,NYG@DAL,DAL,NYG,,,,,,QB
95781-69304,QB,Kyle,Kyle Trask,Trask,0,1,6100,TEN@TB,TB,TEN,,,,,,QB
95781-55042,TE,Dalton,Dalton Schultz,Schultz,9.1875,8,6100,HOU@CIN,HOU,CIN,,,,,,TE/FLEX
95781-8023,QB,Josh,Josh Johnson,Johnson,0,2,6100,CLE@BAL,BAL,CLE,,,,,,QB
95781-53097,WR,Josh,Josh Reynolds,Reynolds,9.528570992606026,7,6100,DET@LAC,DET,LAC,,,,,,WR/FLEX
95781-85983,QB,Hendon,Hendon Hooker,Hooker,,,6100,DET@LAC,DET,LAC,IR,Knee - acl,,,,QB
95781-86055,RB,Dameon,Dameon Pierce,Pierce,6.449999809265137,8,6000,HOU@CIN,HOU,CIN,O,Ankle,,,,RB/FLEX
95781-27801,QB,Nate,Nate Sudfeld,Sudfeld,-0.20000000298023224,2,6000,DET@LAC,DET,LAC,IR,Knee - acl,,,,QB
95781-149696,QB,Trey,Trey Lance,Lance,0,1,6000,NYG@DAL,DAL,NYG,,,,,,QB
95781-45259,QB,Logan,Logan Woodside,Woodside,0,1,6000,ATL@ARI,ATL,ARI,,,,,,QB
95781-130269,QB,Reid,Reid Sinnett,Sinnett,,,6000,HOU@CIN,CIN,HOU,,,,,,QB
95781-54507,QB,Alex,Alex McGough,McGough,,,6000,GB@PIT,GB,PIT,,,,,,QB
95781-11500,QB,Colt,Colt McCoy,McCoy,8.949999809265137,4,6000,ATL@ARI,ARI,ATL,,,,,,QB
95781-185629,QB,Tim,Tim DeMorat,DeMorat,,,6000,WAS@SEA,WAS,SEA,,,,,,QB
95781-31047,QB,AJ,AJ McCarron,McCarron,,,6000,HOU@CIN,CIN,HOU,,,,,,QB
95781-91511,QB,Holton,Holton Ahlers,Ahlers,,,6000,WAS@SEA,SEA,WAS,,,,,,QB
95781-52606,QB,David,David Blough,Blough,10.289999961853027,2,6000,DET@LAC,DET,LAC,,,,,,QB
95781-52613,WR,Curtis,Curtis Samuel,Samuel,7.8555552164713545,9,6000,WAS@SEA,WAS,SEA,Q,Toe,,,,WR/FLEX
95781-70051,QB,Tyler,Tyler Huntley,Huntley,1.7799999713897705,4,6000,CLE@BAL,BAL,CLE,,,,,,QB
95781-185773,QB,Nolan,Nolan Henderson,Henderson,,,6000,CLE@BAL,BAL,CLE,,,,,,QB
95781-31170,QB,Brandon,Brandon Allen,Allen,0,1,6000,SF@JAC,SF,JAC,,,,,,QB
95781-22994,QB,Case,Case Keenum,Keenum,0,1,6000,HOU@CIN,HOU,CIN,,,,,,QB
