Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
98301-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,57.84166802300347,36,12300,BOS@MIL,MIL,BOS,,,,,,PF
98301-84669,PG,Luka,Luka Doncic,Doncic,58.932351505055145,34,11900,NY@DAL,DAL,NY,O,Ankle,,,,PG
98301-15755,PF/C,Anthony,Anthony Davis,Davis,54.43889024522569,36,11400,PHO@LAL,LAL,PHO,GTD,Ankle,,,,PF/C
98301-84680,PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,55.51999860491071,35,11300,POR@OKC,OKC,POR,,,,,,PG
98301-80808,PF/SF,Jayson,Jayson Tatum,Tatum,46.6764705882353,34,10400,BOS@MIL,BOS,MIL,,,,,,SF/PF
98301-14498,PG/SG,Kyrie,Kyrie Irving,Irving,41.75,22,10100,NY@DAL,DAL,NY,,,,,,PG/SG
98301-9488,SF/PF,LeBron,LeBron James,James,48.159999302455354,35,10000,PHO@LAL,LAL,PHO,GTD,Ankle,,,,SF/PF
98301-9646,SF/PF,Kevin,Kevin Durant,Durant,48.71333414713542,30,9800,PHO@LAL,PHO,LAL,,,,,,SF/PF
98301-58460,SG,Devin,Devin Booker,Booker,44.30357142857143,28,9600,PHO@LAL,PHO,LAL,,,,,,SG
98301-84690,PG,Jalen,Jalen Brunson,Brunson,41.04324258340372,37,9000,NY@DAL,NY,DAL,,,,,,PG
98301-42669,PF,Julius,Julius Randle,Randle,41.759458799619935,37,8900,NY@DAL,NY,DAL,,,,,,PF
98301-20848,PG,Damian,Damian Lillard,Lillard,41.732353659237134,34,8700,BOS@MIL,MIL,BOS,,,,,,PG
98301-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,36.91851806640625,27,8600,BOS@MIL,BOS,MIL,,,,,,PF/C
98301-171759,C,Chet,Chet Holmgren,Holmgren,38.72777642144097,36,8500,POR@OKC,OKC,POR,,,,,,C
98301-67026,SF/SG,Jaylen,Jaylen Brown,Brown,37.38285784040178,35,8400,BOS@MIL,BOS,MIL,,,,,,SG/SF
98301-84717,SG/PG,Anfernee,Anfernee Simons,Simons,36.526668294270834,15,8000,POR@OKC,POR,OKC,,,,,,PG/SG
98301-171760,SF/SG,Jalen,Jalen Williams,Williams,32.37272875236742,33,7800,POR@OKC,OKC,POR,,,,,,SG/SF
98301-80825,PF/C,Isaiah,Isaiah Hartenstein,Hartenstein,24.2351354650549,37,7700,NY@DAL,NY,DAL,,,,,,PF/C
98301-49675,PG/SG,Derrick,Derrick White,White,34.11764705882353,34,7600,BOS@MIL,BOS,MIL,,,,,,PG/SG
98301-23831,PF/SF,Jerami,Jerami Grant,Grant,31.875,32,7400,POR@OKC,POR,OKC,,,,,,SF/PF
98301-84673,C,Deandre,Deandre Ayton,Ayton,31.774998982747395,24,7300,POR@OKC,POR,OKC,GTD,Knee,,,,C
98301-16261,SG/SF,Khris,Khris Middleton,Middleton,28.381250381469727,32,7200,BOS@MIL,MIL,BOS,,,,,,SG/SF
98301-15595,SG/PG,Bradley,Bradley Beal,Beal,27.884615384615383,13,7100,PHO@LAL,PHO,LAL,,,,,,PG/SG
98301-9663,PG,Jrue,Jrue Holiday,Holiday,30.9058837890625,34,7000,BOS@MIL,BOS,MIL,,,,,,PG
98301-158136,SF/SG,Austin,Austin Reaves,Reaves,28.96578818873355,38,6900,PHO@LAL,LAL,PHO,,,,,,SG/SF
98301-157905,SG/PG,Josh,Josh Giddey,Giddey,27.077143205915178,35,6800,POR@OKC,OKC,POR,,,,,,PG/SG
98301-55057,C,Jusuf,Jusuf Nurkic,Nurkic,34.23714425223214,35,6700,PHO@LAL,PHO,LAL,,,,,,C
98301-171804,SF/SG,Shaedon,Shaedon Sharpe,Sharpe,28.26774154170867,31,6600,POR@OKC,POR,OKC,,,,,,SG/SF
98301-9621,C,Brook,Brook Lopez,Lopez,30.497297957136823,37,6500,BOS@MIL,MIL,BOS,,,,,,C
98301-188425,C,Dereck,Dereck Lively,Lively,24.810344827586206,29,6400,NY@DAL,DAL,NY,GTD,Ankle,,,,C
98301-188428,PG,Scoot,Scoot Henderson,Henderson,22.52962917751736,27,6400,POR@OKC,POR,OKC,,,,,,PG
98301-15846,SG/SF,Tim,Tim Hardaway,Hardaway,24.305714634486606,35,6300,NY@DAL,DAL,NY,,,,,,SG/SF
98301-9453,C,Al,Al Horford,Horford,24.309676631804436,31,6300,BOS@MIL,BOS,MIL,O,Rest,,,,C
98301-55055,SG/PG,Dante,Dante Exum,Exum,18.54666748046875,30,6200,NY@DAL,DAL,NY,O,Heel,,,,PG/SG
98301-194767,C,Duop,Duop Reath,Reath,16.916666666666668,24,6200,POR@OKC,POR,OKC,,,,,,C
98301-68090,SF/SG,OG,OG Anunoby,Anunoby,26.521875381469727,32,6200,NY@DAL,NY,DAL,,,,,,SG/SF
98301-16359,PG/SG,Malcolm,Malcolm Brogdon,Brogdon,27.95172329606681,29,6100,POR@OKC,POR,OKC,,,,,,PG/SG
98301-58312,PG/SG,D'Angelo,D'Angelo Russell,Russell,28.985294117647058,34,6000,PHO@LAL,LAL,PHO,,,,,,PG/SG
98301-111273,SF/SG,Luguentz,Luguentz Dort,Dort,22.137142508370534,35,5700,POR@OKC,OKC,POR,,,,,,SG/SF
