Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
82438-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,63.6000010172526,3,11800,NY@MIL,MIL,NY,,,,,,SF/PF
82438-55062,C,Nikola,Nikola Jokic,Jokic,51.85999755859375,5,11500,UTA@DEN,DEN,UTA,,,,,,C
82438-15755,PF/C,Anthony,Anthony Davis,Davis,51.900001525878906,4,10800,LAL@MIN,LAL,MIN,O,Back,,,,PF/C
82438-80808,PF/SF,Jayson,Jayson Tatum,Tatum,51.900001525878906,4,10500,CLE@BOS,BOS,CLE,,,,,,SF/PF
82438-9488,SF/PF,LeBron,LeBron James,James,50.125,4,10300,LAL@MIN,LAL,MIN,,,,,,SF/PF
82438-9644,SG/PG,James,James Harden,Harden,52.44000244140625,5,10200,PHI@TOR,PHI,TOR,,,,,,PG/SG
82438-49111,C,Joel,Joel Embiid,Embiid,46.4,5,10000,PHI@TOR,PHI,TOR,GTD,Knee,,,,C
82438-60021,C/PF,Pascal,Pascal Siakam,Siakam,50.6,5,9600,PHI@TOR,TOR,PHI,,,,,,PF/C
82438-67708,SG/PG,Dejounte,Dejounte Murray,Murray,48.375,4,9500,ATL@DET,ATL,DET,,,,,,PG/SG
82438-84671,PG,Trae,Trae Young,Young,47.125,4,9400,ATL@DET,ATL,DET,,,,,,PG
82438-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,48.625,4,9200,CLE@BOS,CLE,BOS,,,,,,PG/SG
82438-58460,SG,Devin,Devin Booker,Booker,46.724998474121094,4,8900,NO@PHO,PHO,NO,,,,,,SG
82438-20848,PG,Damian,Damian Lillard,Lillard,43.460000610351564,5,8800,HOU@POR,POR,HOU,O,Calf,,,,PG
82438-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,43.83999938964844,5,8600,IND@WAS,IND,WAS,,,,,,PG/SG
82438-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,39.9,5,8500,CHI@SA,CHI,SA,,,,,,SG/SF
82438-58462,PF/C,Karl-Anthony,Karl-Anthony Towns,Towns,35.879998779296876,5,8400,LAL@MIN,MIN,LAL,,,,,,PF/C
82438-145485,PG,LaMelo,LaMelo Ball,Ball,42.16623440036526,77,8300,CHA@ORL,CHA,ORL,O,Ankle,,,,PG
82438-19067,PG/SG,CJ,CJ McCollum,McCollum,39.82500076293945,4,8300,NO@PHO,NO,PHO,GTD,Finger,,,,PG/SG
82438-24247,PG,Fred,Fred VanVleet,VanVleet,42.73999938964844,5,8200,PHI@TOR,TOR,PHI,,,,,,PG
82438-67026,SF/SG,Jaylen,Jaylen Brown,Brown,40.474998474121094,4,8200,CLE@BOS,BOS,CLE,,,,,,SG/SF
82438-110310,PF,Zion,Zion Williamson,Williamson,38.5,3,8100,NO@PHO,NO,PHO,GTD,Hip,,,,PF
82438-14514,C,Nikola,Nikola Vucevic,Vucevic,38.060000610351565,5,8000,CHI@SA,CHI,SA,,,,,,C
82438-171770,PF/SF,Paolo,Paolo Banchero,Banchero,42.320001220703126,5,8000,CHA@ORL,ORL,CHA,,,,,,SF/PF
82438-40203,C,Rudy,Rudy Gobert,Gobert,36.7,5,8000,LAL@MIN,MIN,LAL,,,,,,C
82438-42669,PF/C,Julius,Julius Randle,Randle,38.25,4,7900,NY@MIL,NY,MIL,,,,,,PF/C
82438-110345,PG,Kevin,Kevin Porter,Porter,38.97999877929688,5,7900,HOU@POR,HOU,POR,GTD,Quadriceps,,,,PG
82438-145321,SG/SF,Anthony,Anthony Edwards,Edwards,37.179998779296874,5,7900,LAL@MIN,MIN,LAL,,,,,,SG/SF
82438-42677,SG/PG,Terry,Terry Rozier,Rozier,47.650001525878906,2,7800,CHA@ORL,CHA,ORL,O,Ankle,,,,PG/SG
82438-15595,SG,Bradley,Bradley Beal,Beal,33.82500076293945,4,7800,IND@WAS,WAS,IND,,,,,,SG
82438-9663,PG/SG,Jrue,Jrue Holiday,Holiday,36.06666564941406,3,7800,NY@MIL,MIL,NY,,,,,,PG/SG
82438-66048,SF/SG,Brandon,Brandon Ingram,Ingram,36.46666717529297,3,7600,NO@PHO,NO,PHO,O,Concussion,,,,SG/SF
82438-66236,PF/C,John,John Collins,Collins,41.349998474121094,4,7600,ATL@DET,ATL,DET,,,,,,PF/C
82438-84690,PG/SG,Jalen,Jalen Brunson,Brunson,40.400001525878906,4,7600,NY@MIL,NY,MIL,,,,,,PG/SG
