Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
98795-84669,PG,Luka,Luka Doncic,Doncic,59.82432432432432,37,12300,DAL@ATL,DAL,ATL,,,,,,PG
98795-40199,PF,Giannis,Giannis Antetokounmpo,Antetokounmpo,58.416666666666664,42,12200,CLE@MIL,MIL,CLE,GTD,Back,,,,PF
98795-84680,PG,Shai,Shai Gilgeous-Alexander,Gilgeous-Alexander,54.62557912427326,43,11000,OKC@NO,OKC,NO,,,,,,PG
98795-145337,PG,Tyrese,Tyrese Haliburton,Haliburton,50.15293974034927,34,10700,PHO@IND,IND,PHO,O,Hamstring,,,,PG
98795-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,47.645456025094695,33,10100,CLE@MIL,CLE,MIL,,,,,,PG/SG
98795-84671,PG,Trae,Trae Young,Young,47.22820575420673,39,10000,DAL@ATL,ATL,DAL,,,,,,PG
98795-145485,PG,LaMelo,LaMelo Ball,Ball,44.86666724795387,21,9900,HOU@CHA,CHA,HOU,,,,,,PG
98795-157908,C,Alperen,Alperen Sengun,Sengun,44,43,9800,HOU@CHA,HOU,CHA,,,,,,C
98795-9646,SF/PF,Kevin,Kevin Durant,Durant,48.49729795713682,37,9800,PHO@IND,PHO,IND,,,,,,SF/PF
98795-58460,SG,Devin,Devin Booker,Booker,45.219998604910714,35,9700,PHO@IND,PHO,IND,,,,,,SG
98795-157822,PF/SF,Scottie,Scottie Barnes,Barnes,44.97045343572443,44,9600,LAC@TOR,TOR,LAC,,,,,,SF/PF
98795-14498,PG/SG,Kyrie,Kyrie Irving,Irving,42.92222312644676,27,9500,DAL@ATL,DAL,ATL,O,Thumb,,,,PG/SG
98795-67708,SG/PG,Dejounte,Dejounte Murray,Murray,37.64090798117898,44,9200,DAL@ATL,ATL,DAL,,,,,,PG/SG
98795-14513,SF/PF,Kawhi,Kawhi Leonard,Leonard,42.7052644428454,38,8900,LAC@TOR,LAC,TOR,,,,,,SF/PF
98795-20848,PG,Damian,Damian Lillard,Lillard,41.951219512195124,41,8800,CLE@MIL,MIL,CLE,,,,,,PG
98795-84683,PF/C,Jaren,Jaren Jackson,Jackson,37.164286295572914,42,8600,ORL@MEM,MEM,ORL,,,,,,PF/C
98795-24247,PG,Fred,Fred VanVleet,VanVleet,38.765854254001525,41,8500,HOU@CHA,HOU,CHA,,,,,,PG
98795-9644,SG/PG,James,James Harden,Harden,39.159460119298984,37,8500,LAC@TOR,LAC,TOR,,,,,,PG/SG
98795-12341,SG/SF,Paul,Paul George,George,39.22250061035156,40,8400,LAC@TOR,LAC,TOR,,,,,,SG/SF
98795-171770,PF/SF,Paolo,Paolo Banchero,Banchero,39.85227272727273,44,8400,ORL@MEM,ORL,MEM,,,,,,SF/PF
