Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
99374-84669,PG,Luka,Luka Doncic,Doncic,61.460868503736414,46,12800,SA@DAL,DAL,SA,GTD,Nose,,,,PG
99374-55062,C,Nikola,Nikola Jokic,Jokic,57.60384427584135,52,12000,SAC@DEN,DEN,SAC,,,,,,C
99374-15755,PF/C,Anthony,Anthony Davis,Davis,53.78235102634804,51,11200,LAL@UTA,LAL,UTA,GTD,Achilles,,,,PF/C
99374-59358,C/PF,Domantas,Domantas Sabonis,Sabonis,49.356601931014154,53,10700,SAC@DEN,SAC,DEN,,,,,,PF/C
99374-188414,PF/C,Victor,Victor Wembanyama,Wembanyama,46.72083536783854,48,10400,SA@DAL,SA,DAL,,,,,,PF/C
99374-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,48.69534656613372,43,10300,CHI@CLE,CLE,CHI,,,,,,PG/SG
99374-80808,PF/SF,Jayson,Jayson Tatum,Tatum,46.99215877757353,51,10300,BKN@BOS,BOS,BKN,,,,,,SF/PF
99374-9488,SF/PF,LeBron,LeBron James,James,47.37142757493623,49,10200,LAL@UTA,LAL,UTA,O,Ankle,,,,SF/PF
99374-9646,SF/PF,Kevin,Kevin Durant,Durant,48.15744473071808,47,10000,DET@PHO,PHO,DET,,,,,,SF/PF
99374-58460,SG,Devin,Devin Booker,Booker,45.7090897993608,44,9800,DET@PHO,PHO,DET,,,,,,SG
99374-9524,PG,Stephen,Stephen Curry,Curry,41.418749491373696,48,9800,LAC@GS,GS,LAC,,,,,,PG
99374-84671,PG,Trae,Trae Young,Young,47.244897959183675,49,9700,ATL@CHA,ATL,CHA,,,,,,PG
99374-84690,PG,Jalen,Jalen Brunson,Brunson,42.77647250306372,51,9600,NY@ORL,NY,ORL,,,,,,PG
99374-145331,PG,Tyrese,Tyrese Maxey,Maxey,42.40833282470703,48,9500,MIA@PHI,PHI,MIA,,,,,,PG
99374-14498,PG/SG,Kyrie,Kyrie Irving,Irving,43.01250076293945,32,9400,SA@DAL,DAL,SA,GTD,Thumb,,,,PG/SG
99374-14513,SF/PF,Kawhi,Kawhi Leonard,Leonard,43.04583231608073,48,9400,LAC@GS,LAC,GS,O,Thigh,,,,SF/PF
99374-145485,PG,LaMelo,LaMelo Ball,Ball,44.29999889026988,22,9300,ATL@CHA,CHA,ATL,O,Ankle,,,,PG
99374-145337,PG,Tyrese,Tyrese Haliburton,Haliburton,46.780953543526785,42,9200,IND@TOR,IND,TOR,GTD,Hamstring,,,,PG
99374-84678,SF/PF,Miles,Miles Bridges,Bridges,38.223810105096724,42,9100,ATL@CHA,CHA,ATL,,,,,,SF/PF
99374-157822,PF/SF,Scottie,Scottie Barnes,Barnes,43.90185094762732,54,9000,IND@TOR,TOR,IND,,,,,,SF/PF
99374-80817,C,Bam,Bam Adebayo,Adebayo,42.77727161754262,44,9000,MIA@PHI,MIA,PHI,,,,,,C
99374-157908,C,Alperen,Alperen Sengun,Sengun,42.74807504507211,52,8900,HOU@MEM,HOU,MEM,,,,,,C
99374-9644,SG/PG,James,James Harden,Harden,39.748935131316486,47,8800,LAC@GS,LAC,GS,,,,,,PG/SG
99374-84683,PF/C,Jaren,Jaren Jackson,Jackson,37.4960009765625,50,8800,HOU@MEM,MEM,HOU,,,,,,PF/C
99374-63122,PF/C,Kristaps,Kristaps Porzingis,Porzingis,37.42051344651442,39,8700,BKN@BOS,BOS,BKN,,,,,,PF/C
99374-80810,PG,De'Aaron,De'Aaron Fox,Fox,43.91063933676862,47,8700,SAC@DEN,SAC,DEN,,,,,,PG
99374-80812,PF/SF,Lauri,Lauri Markkanen,Markkanen,39.38409146395597,44,8700,LAL@UTA,UTA,LAL,,,,,,SF/PF
99374-14514,C,Nikola,Nikola Vucevic,Vucevic,38.95918367346939,49,8600,CHI@CLE,CHI,CLE,,,,,,C
99374-171770,PF/SF,Paolo,Paolo Banchero,Banchero,40.670369466145836,54,8600,NY@ORL,ORL,NY,,,,,,SF/PF
99374-9714,SF,DeMar,DeMar DeRozan,DeRozan,39.32307786207933,52,8500,CHI@CLE,CHI,CLE,,,,,,SF
99374-66108,PG,Jamal,Jamal Murray,Murray,37.28500061035156,40,8500,SAC@DEN,DEN,SAC,GTD,Lower leg,,,,PG
99374-157808,PG/SG,Cade,Cade Cunningham,Cunningham,38.41860465116279,43,8400,DET@PHO,DET,PHO,GTD,Knee,,,,PG/SG
99374-157833,SF/PF,Jalen,Jalen Johnson,Johnson,35.45,40,8400,ATL@CHA,ATL,CHA,,,,,,SF/PF
99374-67708,SG/PG,Dejounte,Dejounte Murray,Murray,38.16274605545343,51,8300,ATL@CHA,ATL,CHA,,,,,,PG/SG
99374-66048,SF/PF,Brandon,Brandon Ingram,Ingram,37.8239990234375,50,8300,WAS@NO,NO,WAS,,,,,,SF/PF
99374-12341,SG/SF,Paul,Paul George,George,38.24897859534439,49,8200,LAC@GS,LAC,GS,,,,,,SG/SF
99374-110310,PF,Zion,Zion Williamson,Williamson,37.57441746911337,43,8200,WAS@NO,NO,WAS,GTD,Foot,,,,PF
99374-157851,SF/PF,Franz,Franz Wagner,Wagner,36.12391198199728,46,8100,NY@ORL,ORL,NY,,,,,,SF/PF
99374-157907,SG/PG,Jalen,Jalen Green,Green,29.98301840728184,53,8000,HOU@MEM,HOU,MEM,,,,,,PG/SG
