Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
82380-40199,PF/SF,Giannis,Giannis Antetokounmpo,Antetokounmpo,59.25,2,11600,BKN@MIL,MIL,BKN,,,,,,SF/PF
82380-55062,C,Nikola,Nikola Jokic,Jokic,47.54999923706055,4,11000,LAL@DEN,DEN,LAL,,,,,,C
82380-9644,SG/PG,James,James Harden,Harden,55.57500076293945,4,10800,PHI@TOR,PHI,TOR,,,,,,PG/SG
82380-9488,SF/PF,LeBron,LeBron James,James,54.866668701171875,3,10700,LAL@DEN,LAL,DEN,GTD,Foot,,,,SF/PF
82380-49111,C,Joel,Joel Embiid,Embiid,48.125,4,10100,PHI@TOR,PHI,TOR,,,,,,C
82380-15755,PF/C,Anthony,Anthony Davis,Davis,48.76666768391927,3,10000,LAL@DEN,LAL,DEN,GTD,Back,,,,PF/C
82380-9646,SF/PF,Kevin,Kevin Durant,Durant,46.866668701171875,3,9900,BKN@MIL,BKN,MIL,,,,,,SF/PF
82380-60021,C/PF,Pascal,Pascal Siakam,Siakam,52.125,4,9600,PHI@TOR,TOR,PHI,,,,,,PF/C
82380-67708,SG/PG,Dejounte,Dejounte Murray,Murray,49.29999796549479,3,9500,ATL@DET,ATL,DET,,,,,,PG/SG
82380-66113,SG/PG,Donovan,Donovan Mitchell,Mitchell,52.8999989827474,3,9400,ORL@CLE,CLE,ORL,,,,,,PG/SG
82380-20848,PG,Damian,Damian Lillard,Lillard,47.724998474121094,4,9300,MIA@POR,POR,MIA,,,,,,PG
82380-14498,PG/SG,Kyrie,Kyrie Irving,Irving,44.8999989827474,3,8800,BKN@MIL,BKN,MIL,,,,,,PG/SG
82380-84671,PG,Trae,Trae Young,Young,46.29999796549479,3,8700,ATL@DET,ATL,DET,,,,,,PG
82380-145337,PG/SG,Tyrese,Tyrese Haliburton,Haliburton,45.224998474121094,4,8600,IND@CHI,IND,CHI,,,,,,PG/SG
82380-9714,SG/SF,DeMar,DeMar DeRozan,DeRozan,43.82500076293945,4,8500,IND@CHI,CHI,IND,,,,,,SG/SF
82380-58462,PF/C,Karl-Anthony,Karl-Anthony Towns,Towns,34.275001525878906,4,8400,SA@MIN,MIN,SA,,,,,,PF/C
